vectorizer,train_scores,train_times,test_score
cv_s50,0.8977504244482173,1.4948522090911864,0.9064674927856051
cv_s50,0.9089134125636672,1.5896140575408935,0.9064674927856051
cv_s50,0.9036502546689305,1.4345470428466798,0.9064674927856051
cv_s50,0.9090407470288625,1.5800105571746825,0.9064674927856051
cv_s50,0.9030984719864177,1.4574865818023681,0.9064674927856051
cv_s50,0.8966893039049235,1.0537206172943114,0.9064674927856051
cv_s50,0.9092105263157894,1.5728536605834962,0.9064674927856051
cv_s50,0.9070458404074703,1.5561484813690185,0.9064674927856051
cv_s50,0.8672325976230899,0.8084149837493897,0.9064674927856051
cv_s50,0.9082342954159592,1.5395285606384277,0.9064674927856051
tv_s50,0.9086587436332767,0.2594601154327393,0.90578849091835
tv_s50,0.9026740237691001,0.13156709671020508,0.90578849091835
tv_s50,0.8943123938879456,0.10608768463134766,0.90578849091835
tv_s50,0.9033955857385398,0.14022693634033204,0.90578849091835
tv_s50,0.9085314091680816,0.2232271671295166,0.90578849091835
tv_s50,0.9013157894736843,0.11262640953063965,0.90578849091835
tv_s50,0.9026315789473685,0.12323646545410157,0.90578849091835
tv_s50,0.9081494057724957,0.25444703102111815,0.90578849091835
tv_s50,0.9083191850594228,0.2325589179992676,0.90578849091835
tv_s50,0.9029711375212225,0.1347520351409912,0.90578849091835
fasttext_cbow_s50,0.9073429541595927,0.29355244636535643,0.9069767441860465
fasttext_cbow_s50,0.9087011884550085,0.22252206802368163,0.9069767441860465
fasttext_cbow_s50,0.9036502546689305,0.11236648559570313,0.9069767441860465
fasttext_cbow_s50,0.8880305602716468,0.10219645500183105,0.9069767441860465
fasttext_cbow_s50,0.9085314091680814,0.24837031364440917,0.9069767441860465
fasttext_cbow_s50,0.9032258064516128,0.1094468116760254,0.9069767441860465
fasttext_cbow_s50,0.9042444821731749,0.12081785202026367,0.9069767441860465
fasttext_cbow_s50,0.9047113752122241,0.14661998748779298,0.9069767441860465
fasttext_cbow_s50,0.9079796264855687,0.22497010231018066,0.9069767441860465
fasttext_cbow_s50,0.904753820033956,0.12212882041931153,0.9069767441860465
fasttext_skip_s50,0.9047962648556875,0.21692996025085448,0.9078254965201155
fasttext_skip_s50,0.9032258064516128,0.14290590286254884,0.9078254965201155
fasttext_skip_s50,0.9034380305602717,0.1479550838470459,0.9078254965201155
fasttext_skip_s50,0.9088709677419354,0.2906644821166992,0.9078254965201155
fasttext_skip_s50,0.908106960950764,0.23548536300659179,0.9078254965201155
fasttext_skip_s50,0.908616298811545,0.23074030876159668,0.9078254965201155
fasttext_skip_s50,0.9035229202037351,0.13523077964782715,0.9078254965201155
fasttext_skip_s50,0.9033106960950764,0.14625234603881837,0.9078254965201155
fasttext_skip_s50,0.9026740237691001,0.11205043792724609,0.9078254965201155
fasttext_skip_s50,0.895246179966044,0.20151734352111816,0.9078254965201155
glove_glove_s50,0.9085738539898133,0.2303797721862793,0.9078254965201155
glove_glove_s50,0.9020373514431238,0.11044387817382813,0.9078254965201155
glove_glove_s50,0.9031833616298812,0.11220273971557618,0.9078254965201155
glove_glove_s50,0.9082767402376911,0.24376258850097657,0.9078254965201155
glove_glove_s50,0.9042020373514432,0.16406583786010742,0.9078254965201155
glove_glove_s50,0.9040747028862478,0.2058035373687744,0.9078254965201155
glove_glove_s50,0.9084889643463498,0.25192813873291015,0.9078254965201155
glove_glove_s50,0.904541595925297,0.12711915969848633,0.9078254965201155
glove_glove_s50,0.9085738539898133,0.23915271759033202,0.9078254965201155
glove_glove_s50,0.9042869269949065,0.1300827980041504,0.9078254965201155
wang2vec_cbow_s50,0.9075976230899829,0.24805040359497071,0.9079952469869292
wang2vec_cbow_s50,0.8921477079796265,0.11389122009277344,0.9079952469869292
wang2vec_cbow_s50,0.9031409168081496,0.14552760124206543,0.9079952469869292
wang2vec_cbow_s50,0.9079371816638371,0.22242999076843262,0.9079952469869292
wang2vec_cbow_s50,0.9082342954159592,0.22554211616516112,0.9079952469869292
wang2vec_cbow_s50,0.907937181663837,0.2220181941986084,0.9079952469869292
wang2vec_cbow_s50,0.9075976230899829,0.3265520572662354,0.9079952469869292
wang2vec_cbow_s50,0.9083616298811545,0.2274235248565674,0.9079952469869292
wang2vec_cbow_s50,0.8670203735144313,0.19944338798522948,0.9079952469869292
wang2vec_cbow_s50,0.9030135823429543,0.12716221809387207,0.9079952469869292
wang2vec_skip_s50,0.9084889643463498,0.25188798904418946,0.9071464946528603
wang2vec_skip_s50,0.905730050933786,0.20973305702209472,0.9071464946528603
wang2vec_skip_s50,0.8952886247877758,0.2232717514038086,0.9071464946528603
wang2vec_skip_s50,0.903904923599321,0.14438424110412598,0.9071464946528603
wang2vec_skip_s50,0.9079796264855687,0.24720568656921388,0.9071464946528603
wang2vec_skip_s50,0.9027589134125638,0.1095503330230713,0.9071464946528603
wang2vec_skip_s50,0.9019524617996606,0.12872509956359862,0.9071464946528603
wang2vec_skip_s50,0.8702461799660443,0.25379071235656736,0.9071464946528603
wang2vec_skip_s50,0.908106960950764,0.23348054885864258,0.9071464946528603
wang2vec_skip_s50,0.9080645161290324,0.22343697547912597,0.9071464946528603
word2vec_cbow_s50,0.9075976230899829,0.23280487060546876,0.9076557460533017
word2vec_cbow_s50,0.9034380305602717,0.12132849693298339,0.9076557460533017
word2vec_cbow_s50,0.9080220713073006,0.2433295726776123,0.9076557460533017
