vectorizer,train_scores,train_times,test_score
cv_s50,0.9091171477079797,1.478582067489624,0.9059582413851638
cv_s50,0.9046689303904923,1.3783279657363892,0.9059582413851638
cv_s50,0.9050297113752122,1.3629483079910278,0.9059582413851638
cv_s50,0.9091893039049236,1.456612777709961,0.9059582413851638
cv_s50,0.9029753820033954,1.4573573541641236,0.9059582413851638
cv_s50,0.9089303904923598,1.4583342838287354,0.9059582413851638
cv_s50,0.9039643463497455,1.3489797687530518,0.9059582413851638
cv_s50,0.9047198641765705,1.3613000202178955,0.9059582413851638
cv_s50,0.9087351443123937,1.4594440031051636,0.9059582413851638
cv_s50,0.9047071307300508,1.363701114654541,0.9059582413851638
tv_s50,0.9041426146010187,0.263719425201416,0.9040909862502122
tv_s50,0.8881494057724959,0.09412097930908203,0.9040909862502122
tv_s50,0.908081494057725,0.2591602563858032,0.9040909862502122
tv_s50,0.858985568760611,0.25437723636627196,0.9040909862502122
tv_s50,0.9037775891341256,0.14114457607269287,0.9040909862502122
tv_s50,0.9079541595925298,0.2627838563919067,0.9040909862502122
tv_s50,0.9079838709677418,0.2918799257278442,0.9040909862502122
tv_s50,0.9079796264855688,0.28435056686401367,0.9040909862502122
tv_s50,0.858985568760611,0.09140052318572998,0.9040909862502122
tv_s50,0.9080305602716467,0.2545929479598999,0.9040909862502122
fasttext_cbow_s50,0.9089770797962649,0.2326928472518921,0.9069767441860465
fasttext_cbow_s50,0.9086078098471986,0.28131545066833497,0.9069767441860465
fasttext_cbow_s50,0.9087818336162988,0.24968153953552247,0.9069767441860465
fasttext_cbow_s50,0.8985016977928691,0.09920255184173583,0.9069767441860465
fasttext_cbow_s50,0.9047538200339558,0.15401529788970947,0.9069767441860465
fasttext_cbow_s50,0.9047665534804753,0.15990846157073973,0.9069767441860465
fasttext_cbow_s50,0.9084889643463498,0.26459633350372314,0.9069767441860465
fasttext_cbow_s50,0.888641765704584,0.09489059925079346,0.9069767441860465
fasttext_cbow_s50,0.89133701188455,0.21487271785736084,0.9069767441860465
fasttext_cbow_s50,0.9047198641765705,0.16438446044921876,0.9069767441860465
fasttext_skip_s50,0.9044312393887946,0.132490177154541,0.9085044983873706
fasttext_skip_s50,0.9086969439728353,0.28799339294433596,0.9085044983873706
fasttext_skip_s50,0.9081239388794567,0.26838452339172364,0.9085044983873706
fasttext_skip_s50,0.9042359932088287,0.15137688636779786,0.9085044983873706
fasttext_skip_s50,0.9040110356536502,0.11146471500396729,0.9085044983873706
fasttext_skip_s50,0.9079244482173173,0.30826559066772463,0.9085044983873706
fasttext_skip_s50,0.9036544991511035,0.10759829998016357,0.9085044983873706
fasttext_skip_s50,0.9079499151103566,0.2664322900772095,0.9085044983873706
fasttext_skip_s50,0.9024278438030561,0.12141672134399414,0.9085044983873706
fasttext_skip_s50,0.8949575551782684,0.2150831413269043,0.9085044983873706
glove_glove_s50,0.904567062818336,0.11102775573730468,0.9073162451196741
glove_glove_s50,0.9081960950764008,0.2612431478500366,0.9073162451196741
glove_glove_s50,0.9048429541595925,0.13249019145965577,0.9073162451196741
glove_glove_s50,0.9087224108658744,0.23512646198272705,0.9073162451196741
glove_glove_s50,0.9067826825127335,0.22455752849578858,0.9073162451196741
glove_glove_s50,0.8897792869269949,0.11201605319976807,0.9073162451196741
glove_glove_s50,0.904711375212224,0.11499753475189209,0.9073162451196741
glove_glove_s50,0.9044439728353142,0.16496917247772216,0.9073162451196741
glove_glove_s50,0.9046264855687608,0.14753385543823241,0.9073162451196741
glove_glove_s50,0.9084974533106961,0.24347925662994385,0.9073162451196741
wang2vec_cbow_s50,0.90776740237691,0.2612351703643799,0.9079952469869292
wang2vec_cbow_s50,0.8643378607809847,0.2714562892913818,0.9079952469869292
wang2vec_cbow_s50,0.904681663837012,0.21665274143218993,0.9079952469869292
wang2vec_cbow_s50,0.9081324278438031,0.24713162422180177,0.9079952469869292
wang2vec_cbow_s50,0.8927419354838709,0.15143598556518556,0.9079952469869292
wang2vec_cbow_s50,0.9077546689303905,0.2893876647949219,0.9079952469869292
wang2vec_cbow_s50,0.9036672325976233,0.12767316818237304,0.9079952469869292
wang2vec_cbow_s50,0.9081112054329372,0.23815765380859374,0.9079952469869292
wang2vec_cbow_s50,0.9077971137521224,0.2636105966567993,0.9079952469869292
wang2vec_cbow_s50,0.903853989813243,0.1329653549194336,0.9079952469869292
wang2vec_skip_s50,0.9042911714770798,0.1383800983428955,0.9066372432524189
wang2vec_skip_s50,0.9038412563667234,0.12332924842834472,0.9066372432524189
wang2vec_skip_s50,0.904393039049236,0.12911706447601318,0.9066372432524189
wang2vec_skip_s50,0.9049490662139219,0.21482388973236083,0.9066372432524189
wang2vec_skip_s50,0.907983870967742,0.27234485149383547,0.9066372432524189
wang2vec_skip_s50,0.9084125636672326,0.23734519004821777,0.9066372432524189
wang2vec_skip_s50,0.9043123938879457,0.11364450454711914,0.9066372432524189
wang2vec_skip_s50,0.908225806451613,0.2454770040512085,0.9066372432524189
wang2vec_skip_s50,0.901213921901528,0.115193772315979,0.9066372432524189
wang2vec_skip_s50,0.9080984719864178,0.23045247554779053,0.9066372432524189
word2vec_cbow_s50,0.9027928692699492,0.2821397495269775,0.9071464946528603
word2vec_cbow_s50,0.8593378607809846,0.21314161777496338,0.9071464946528603
word2vec_cbow_s50,0.8896179966044144,0.11223356246948242,0.9071464946528603
word2vec_cbow_s50,0.9059210526315791,0.2626085948944092,0.9071464946528603
word2vec_cbow_s50,0.9039091680814942,0.18051935195922852,0.9071464946528603
word2vec_cbow_s50,0.9078820033955857,0.26328487396240235,0.9071464946528603
word2vec_cbow_s50,0.9078692699490664,0.2498985719680786,0.9071464946528603
word2vec_cbow_s50,0.9040534804753821,0.15639625549316405,0.9071464946528603
word2vec_cbow_s50,0.9069057724957555,0.22799524307250976,0.9071464946528603
word2vec_cbow_s50,0.9032682512733448,0.1104271125793457,0.9071464946528603
word2vec_skip_s50,0.8925212224108658,0.21645885467529297,0.9059582413851638
word2vec_skip_s50,0.9083573853989813,0.24943251609802247,0.9059582413851638
word2vec_skip_s50,0.9050764006791171,0.15518138885498048,0.9059582413851638
word2vec_skip_s50,0.9036290322580645,0.21711103439331056,0.9059582413851638
