vectorizer,train_scores,train_times,test_score
word2vec_skip_s50,0.905169779286927,0.15078425884246827,0.9059582413851638
word2vec_skip_s50,0.9085738539898134,0.2311485242843628,0.9059582413851638
word2vec_skip_s50,0.9060483870967743,0.21989428997039795,0.9059582413851638
word2vec_skip_s50,0.8903820033955856,0.094559063911438,0.9059582413851638
word2vec_skip_s50,0.9052546689303906,0.13594175338745118,0.9059582413851638
word2vec_skip_s50,0.9005602716468591,0.13562689781188964,0.9059582413851638
bert,0.9220203735144312,1.1046354913711547,0.9268375488032592
bert,0.9194821731748725,1.103659520149231,0.9268375488032592
bert,0.9188327674023771,1.0626367378234862,0.9268375488032592
bert,0.9217317487266554,1.0959678316116332,0.9268375488032592
bert,0.9185780984719863,1.114142942428589,0.9268375488032592
bert,0.9200764006791172,0.9395074415206909,0.9268375488032592
bert,0.919418505942275,0.9619578647613526,0.9268375488032592
bert,0.9197920203735143,0.9415394735336303,0.9268375488032592
bert,0.9228565365025466,1.0375000476837157,0.9268375488032592
bert,0.9190365025466893,1.0739496994018554,0.9268375488032592
